index_url,lang,Company Name,telephones,address,description
https://www.artglasssolutions.com/websi,en_US,Art Glass Solutions Singapore,"[""428084"",""+65 9827 4760""]","Art Glass Solutions Pte Ltd #01-22, The Yards 406 Joo Chiat Place Singapore 428084","Make quality artworks for commercial applications, installations and projects. Undertake large and small scale projects for interior designers, architects, private clients and corporate bodies by offering our As Artist Consultants we work closely with clients, incorporating an knowledge of glassmaking history, art, design, engineering requirements and glass making expertise. We formed the company to enliven, enrich and provide new opportunities for art glass creativity in Singapore. Singapore is an excellent location for the business due to its vibrant multicultural arts scene and position within the South East Asia region. Art Glass Solutions works with a range of artists, artisans and manufacturers to create unique artworks and installations. Nurturing a research and development environment that encourages creativity, innovation and experimentation we continue to support an ongoing Artist in Residence program, Internships and technical training opportunity. Equipment and facilities are available for artist access, innovative outreach and educational events. The educational program caters for those interested to learn more about art glass and glassmaking techniques while experiencing the process of making your own glass artworks. Our projects range from large architectural installations to unique artworks. We work with interior designers, architects, developers and private clients to design, develop and create artworks and installations for public & commercial spaces, private homes and gallery exhibitions. Services. We are artists and project managers, assisting in the development of creative concepts, design, fabrication and installation. We strive to create high quality artworks with a contemporary aesthetic derived from an extensive understanding of art, glass and fabrication processes combined with a good understanding of visual art, design history and current culture. We operate small glassmaking facilities in Singapore for educational programs, creative devel"
https://www.austrianni.com/,en,Austrianni,"[""+43 1 22 600 75"",""22 600 75"",""+43 1 22 600 7",Singapore ICTR 2020 14. International Conference on Tuberculosis Research 14. International Conference o,"Imagine that you take a ride in a bus in London or Vienna. Across from you sits a man who obviously is not well. He coughs a lot. Perhaps he has tuberculosis, and if so, he may infect you with his coughs, spits and sneezes. He does so by belching at you myriads of tiny airborne droplets, not much bigger in size than the bacteria they carry. When you inhale the droplets, a single bacterium, called Mycobacterium tuberculosis, can infect you. Your innate immune system may protect you from the bacterium, and we do not know how often it does. But if the bacterium takes hold and establishes a productive infection, you are part of the one quarter of the worlds population that is infected with tuberculosis. Open tuberculosis is treated by medication, but the treatment is not pleasant. You have to take antibiotics for six to nine months, and the side effects may induce you to not complete the treatment. That, of course, endangers the people around you as well. Even if you are a compliant patient, you may be unlucky, and you do not respond to the commonly used antibiotic treatmentthat is, you have multidrug resistant tuberculosis. That places you among the five percent of patients with a similar condition, with 480,000 cases and 190,000 deaths each year. Now your treatment may take eighteen to twenty four months to complete, and the average cure rate is 50 percent. (A new treatment schedule may be completed in nine to twelve months, and will cost less, only $1,000). Dr. Wabl was a co-founder of Sagres Discovery, Inc. (now Novartis), where he served as President and as Chair, Scientific Advisory Board, and most recently he has been the Chief Executive Officer and Board Chairman of Dr. Mller received his Ph.D. from the University of Cologne, where he was a pioneer in generating countless transgenic mice now used all over the World. He was one of the founding members of the IMGT database, which contains sequences encoding antibody, T-cell receptor and histocompatibility genes. U"
https://barkway.sg,en_US,Barkway Pet Health,"[""6904 4300"",""348535"",""9 30 12 30 14 00 16 30""","169 MacPherson Rd, Singapore 348535","Good patient outcomes require the right diagnosis. Hence, a thorough consultation is an essential first step in pointing to the right treatment. We offer numerous services to ensure the healing and well-being of your pets. I love the service provided by the staffs, especially Dr Teng. He is very knowledgeable and thanks to him the cause of my foster kitten's ill health was identified. He also explains things very patiently and clearly. The attention given to my foster kitten, Shadow, by Dr Teng and his crew during his hospitalization has helped him turned around for the better. Thank you guys Brought my cat here for spaying. Dropped her off in the morning and picked her up in the evening. Cat was already walking about when it got home. Dr. Teng was caring and patient with explaining clearly about the procedures involved and aftercare. I highly recommend Barkway. Barkway is a full-service team of veterinary professionals dedicated to making healthcare for everyones BFFs (best furry friends) accessible. Eventhough I live in Jurong, I travel to Macpherson for Barkway. When my rescue dog was in a tremendous amount of pain, I took him to another clinic that had him for a night, did ALOT of tests and transferred him to a hospital that cost me a bomb still not knowing what was wrong. I took him to barkway and the problem was identified almost immediately and with a simple medication the dog was up and about Ever since, we only visit barkway, excellent service, friendly staff and one amazing Dr Teng Well done Excellent services provided by Dr Teng and his staffs Would highly recommend Barkway Pet Health to my friends."
https://bloomkitbeauty.com,en,Bloomkit ��� Brushes And Makeup C,"[""+65 96317081"",""188732""]","Bloom by Roseanne 450 North Bridge Rd, #05-01, Singapore 188732","People are our priority. We promote continuous development as the basis of our day-to-day management by offering continuous training, Donec quam felis, ultricies nec, and pellentesque eu, pretium quis, sem. justo penatibus et magnis dis parturient montes, nascetur ridiculus mus. commodo ligula eget dolor. Aenean massa. People are our priority. We promote continuous development as the basis of our day-to-day management by offering continuous training, learning by example with a positive attitude and creating a climate in which new ideas can be put forward. For all those interested in obtaining the latest financial data on GRAYSON Cum sociis natoque Donec quam felis, ultricies nec, and pellentesque quis eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, eget fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, vitae, 20% OFF SALE NOW, USE CODE TAKE20 until JUNE 25th | 1-3 Day Delivery via QExpress | Shop now"
https://www.bqe.com/,en,All In One Accounting And Invoicing Software Bqe Core,"[""+64 03 659 0702"",""+353 01 592 1370"",""+60 04","Singapore  Sales Support 65-6817-6976 UAE BQE Software FZ-LLC Business Center RAKEZ Ras Al Khaimah, UA","We've made time & expense management simple, intuitive, mobile, and a whole lot less painful. CORE's artificial intelligence will pre-fill your timecard every week, making it so easy to submit your time. CORE can handle all types of billing arrangements. We bring in the top of the line expertise specific to your industry. Not only will your invoices be accurate, they will also be done automatically and fast. CORE customers have told us that their client billing time has reduced down to under 2 hours per month. Set up a schedule that runs on a specified frequency for recurring fee contract types and retainers. You can even schedule automatic invoices that will vary the value depending on the billable time and expenses. This results in significant time savings and huge boost to your cash-flow. Next time you buy anything for your business, let BQE CORE Mobile app capture that receipt and create an automatic expense entry using our intelligent character recognition technology. No need to save those receipts. If the expense is billable to your client, CORE will add it to the client invoice resulting in improved billing revenue. CORE includes flexible and customizable invoicing. Produce all your invoices at once using the Batch Invoice feature and bill out by percent complete or by time & expense. Create manual invoices and control every line item. Love the dashboards and overall beautiful looking interface of CORE. We have been with BQE for 17 years and 3 years back we made a decision to switch to all cloud BQE CORE and we love it. This was the best decision All our employees were onboard without any difficulty as it is very easy to navigate in CORE and everything is consistent, with the result there is no learning curve between the screens. We are also experiencing that it is easy to do invoicing and track time in CORE. We are taking advantage of some of the advanced features of CORE like 'Report Scheduler' that has helped us automate the reporting process. Our client"
https://www.candy.com.sg/,en,Candy Floriculture Pte. Ltd.,"[""+65 6256 6788"",""+65 9777 2348"",""+65 6255 287","567 Thomson Road, Singapore 298183 Mon-Sun 8am-7.30pm","No project is too big or too small for us to handle. We cater to all our clients needs from mini gardens to large landed properties without compromising on workmanship and delivery. Having our own team of craftsmen and designers, Candy Floriculture is able to deliver the ever-changing demands of the modern client. Our prop rental extends from Wedding Decor to Festive Decor for periods such as Christmas and the Lunar New Year. Candy Floriculture Pte Ltd is a oral wholesaler & distributor of many oral products based in Singapore. Established in 1981 and formally known as Candy Greenhouse & Flowers Pte Ltd, Candy Floriculture was incorporated in 2006 to meet the demands and requirements of an ever-changing current market trend to provide a wider scope of work and supply to suit the clients needs. With an innovative & dedicated team well trained in the areas of oral designing, Candy Floriculture has won numerous awards at events such as the Singapore Garden Festival held bi-annually and many others. Our scope of services includes We carry a large variety of plants are constantly refreshed throughout the year. We also import on special requests for harder to find plants such as Olive Trees. With a weekly import of flowers and foliage from around the world, Candy Floriculture has been serving the needs of both retail & corporate clients to ensure a constantly updated supply is provided throughout the year. We carry a range of ready made garden furniture and are able to accept built to order requests with our team of capable carpenters. Sourcing from multiple countries such as China, Vietnam and Indonesia. Candy Floriculture is able to offer a wide range of Pots and Glassware that are occasionally hard to find. Looking for some plants for your office or a one off event? Look no further, as we have experience in catering to various requirements. Some of our clients vary from office spaces located within housing estates to government agencies."
https://cassafashion.com,en,Cassa Fashion Wholesale Jubah & Blouse Muslimah Modest Hijab Dress Women Fashion Apparel Supplier,"[""012 6644410""]",Show Room 10 Days Easy Return Malaysia (Rate) Singapore (Rate) Brunei,
https://ccc.com.sg,en,Chan Chuan Chang Metal Works,"[""+65 64813517"",""01 1141"",""569558"",""+65 648177",Blk 5055 Ang Mo Kio Industrial Park 2 #01-1141 Singapore 569558,
https://www.cellresearchcorp.com/,en,Cellresearch Corp,"[""+65 6444 9968"",""048943""]","CellResearch Corporation Pte Ltd 137 Market Street, Unit 08-02 Grace Global Raffles Building Singapore 04",
https://chenghongwelfare.org,en,Cheng Hong Welfare Service Society ���,"[""6746 6511"",""191465"",""530132"",""579799"",""6741","6241 8832 Cheng Hong Oasis TCM Clinic Blk 465, North Bridge Road #02-5059, Singapore 191465","Cheng Hong Welfare Service Society was officially formed in 2004 to help the disadvantaged, needy and destitute in the society through healthcare, lifestyle and financial support."
https://cksspl.com.sg,en_US,C K Supplies & Services Pte Ltd,"[""768763"",""+65 6754 5671"",""+65 6753 0258""]",1024 Yishun Industrial Park A #01-23 Singapore 768763,"Established in 1987, we specialise in rental of a variety of construction machineries and accessories, tipper trucks and skid bins and sub-contracting of earthwork, minor work and road work. C.K. Supplies & Services Pte Ltd has proven to establish a strong foothold in the construction service industry and over the years, we have also grew the business from strength to strength by working with numerous major clients in the industry. Our dedicated employees are always ready to serve and we strive to ensure on-time completion and accurate fulfilment of contract works. Established in 1987, we specialise in rental of a variety of construction machineries and accessories, tipper trucks and skid bins and sub-contracting of earthworks, minor works and road works."
https://cleverappssg.com,en,Clever Apps Pte Ltd,"[""059817""]","6 Eu Tong Sen Street, Soho 1, 09-09, Singapore",We make outstanding games with the goal to join the leading gaming companies dominating Asian and Western markets.
https://www.coos.org.sg/,en_GB,Church Of Our Saviour Singapore,"[""6885 0700"",""96942019"",""149300"",""91819372""]","130 Margaret Drive, Singapore 149300 Name First","We believe that God is deeply interested in meeting human needs. We believe too, that He uses those who come under His Lordship to meet these needs wherever possible. This He does by energising us with His Spirit. We believe that the Bible is Gods written word. It contains all things necessary for salvation, teaches God's will for His world, and has supreme authority for faith, life and the continuous renewal and reform of the Church. We believe that there is only one living and true God. He exists eternally in three persons in perfect unity Father, Son and Holy Spirit as revealed to us in the Bible. We believe that the Church is the Body of Christ, whose members believe in Jesus Christ and acknowledge His headship. They are joined together by the Holy Spirit who provides His gifts to everyone to contribute to the growth and ministry of the Body of Christ. Therefore all believers have a place and part to play and they do this by committing themselves to a local church for accountability, growth and ministry. Under the Lordship of Jesus Christ, we therefore endeavour to establish communities not only in Singapore but also beyond, where people can have opportunities to enter into living encounters with His goodness and compassion. Missionaries in foreign countries are trained to be culturally relevant. Methodologies and praxis of the church are consciously founded on Biblical principles. We are a Holy Spirit-led church. We believe in the operation of all the gifts of the Holy Spirit. We believe that all the gifts of the Holy Spirit are for today. We believe everyone can receive and exercise these gifts of the Holy Spirit. We need spiritual power to do spiritual work. We believe that Jesus Christ is the Son of God who was sent by God into this world to die on the cross for our sins so that by believing in Him we have eternal life. He is fully God and fully man. He lived a sinless life. In the power of the Holy Spirit, He went about preaching, healing and delivering pe"
https://corporatecitizen.org,en,Corporate Citizen Foundation Where Good Work Yields Goodwill,"[""609162"",""+65 68985225"",""+65 6898 5156""]",Our office 42D Penjuru Road Singapore 609162 T 65 68985225 F 65 6898 5156 E,"The Nautilus shell stands as a symbol of resilience amidst ever-changing challenges. Its hard and unique shell provides a secure environment for systemic development. As the initiator of CCF, HSL Constructor has put in the seed funding of SGD 1 million. Over the next two years, HSL is seconding its Head of Philanthropy to the CCF on a full-time basis provide full secretarial and technical support through its Philanthropy & Sustainability division and allow the complimentary use of office space for the initial CCF HQ, to support the incubation of the new foundation. The Corporate Citizen Foundation seeks to catalyse corporate collaboration to exercise collective corporate citizenry towards a better, safer and friendlier Asia. It focuses on community development to increase capacity and resilience of vulnerable communities through livelihood enhancement, risk reduction and disaster preparedness programmes. Sustainability of communities development takes into account the varying risks that threaten continuation of growth. Coastal communities have been identified as the most vulnerable due to effects of climate change and geological menaces including typhoons, cyclones, tidal waves and tsunamis. The CCF is probably the first private sector initiative and alliance focusing on capacity building for vulnerable communities in the areas of sustainable development and disaster management. The shell grows proportionately to its body mass. The concentric expansion depicts the amplification of progress, catalysed by its core motivated by goodness and good work, fostering growth and goodwill. To support the challenging socio-economic issues of vulnerable communities the economically disadvantaged and disaster-prone through sustainable livelihood opportunities. Turquoise epitomises deep compassion and healing. It revitalises the spirit in times of distress and fatigue, and alleviating feelings of loneliness, particularly in crises. Its softness influences rather than imposes."
https://www.day-lightstudios.com/,en_US,Daylight Studios,"[""139951""]",71 Ayer Rajah Crescent #07-24 Singapore 139951,"Though the games really coming together, weve also been discussing how to keep things hyped up for players A Spy Story? is more strategic in nature, and has a unique Holy Potatoes take on the spy genre. Hence, the first few minutes of gameplay may be quite contrary to expectations of the genre. Holy Potatoes A Weapon Shop? is a wacky simulation game where you manage your very own weapon shop and expand its business across an incredible potato world. 70 Hero Classes, 200 Weapons to Forge & lots of your favorite Pop Culture Heroes I just wanted to let everyone know that since GDC is coming up next week, weve been swamped working on a million and one things to prepare for it. Our spud designers have been busy getting artwork done for GDC and so this post will most likely be word heavy instead of art heavy. on the go? Well, your dreams are about to come true Due to popular demand, HPAWS will be released on mobile and tablets If you have any question, or would like to give us some feedback, you can find us at . .. -. / ..- . / -. ..- .-. / .. .- . .. -. .- .. -. THIS SUMMER From the producers that brought you potato arms dealers (HPAWS), space colonisation (HPWIS), and cannibalism (HPWTH), comes a thrilling sequel of espionage . . .- / -.. / -. ..- / -.-. .- .-.. .-.. / . . / .-. . .- -.. .. -. . / ..-. / .- / . .. .-.. .-.. / .- / .- / ..-. ..- -. . .-. .- .-.. .... Welcome back to another Thursday update Before we begin, wed like to say that Spanish localisation for A Weapon Shop? is ready, and will be released REAL SOON O Keep your eyes out for that Its been a pretty productive week as we draw closer to the end of June, were glad to say that things are going to get even busier These past 5 or 6 weeks have been the most exhilarating, eye-opening, and mind-boggling weeks of the year. To start it all off, we attended Gamescom in Cologne, which was an amazing experience. For those who havent heard, we partnered up with . We were overwhelmed by the positive"
https://directcurtain.com,en_US,Direct Curtain,"[""0 10 0 15"",""737853""]","11 Woodlands Close #05-39, Woodlands 11 Singapore 737853","of the headrail & bottom bar. For roller/combi blinds, please note that the fabric width will be approximately 1.251.5 inches (3.23.8 cm) As a customer-oriented company, we have garnered hundreds of positive reviews in a short time. However, we do not rest here as we are not perfect. We are always evolving and improving ourselves for our clients. 1. As long as the required height is not more than 2.6m, it wont affect the price. Generally, 100% blackout curtains can support till 2.65m height, and Dim-out curtains can support till 2.85m height. ( 1) Delivery plus installation starts at $80 for up to 5 indoor items. Additional indoor items are at $10 each. 2) Please note that the online calculator is currently unable to cater for the 6th and more items. We will manually add them in for the final quote. Next, as a rule of thumb, add a 0.10-0.15m (10-15cm) allowance to each side of the measurement. This will allow the blind to overlap the window and reduce light leakage from the sides. Our mission is to make Curtains and Blinds shopping hassle-free so that homeowners like you can create and enjoy their beautiful homes easier while enjoying the process. 1 . The 10-15cm (4-6 inches) allowance is a general guide, it can be more or less depending on individuals preference. The more overlap you have, the lesser will be the light leakage. (If the site is not ready or if there is a change of mind after the first site visit, subsequent site surveys will be chargeable and are not reimbursable.) For curtain width, generally it will be from wall-to-wall. You can easily estimate the width from the floorplan. In the above example, there is a beam right above the window. As the blinds headrail will be mounted on the beam directly, there is no need to add 10cm to the top. We are the first company to introduce technology into the local scene by having an online appointment booking system along with a real time tracking app for our advisors, so that customers like you can better manage"
https://www.drvkumar.com/,en,Dr V Kumar ��� Professor Thought ,"[""2006 07"",""2017 18"",""1990 94"",""1995 96"",""1991","Lee Kong Chian Fellow (2015-16) at Singapore Management University, Singapore","Dr. Kumar has several areas of special interest that include measuring Customer Lifetime Value, modeling diffusion of cellular services, , Storrs, Connecticut. Dr. Kumar teaches a variety of courses including Database Marketing, E-Marketing, Customer Relationship Management, New Product Management, Marketing Models, International Marketing Strategy, International Marketing Research and Multivariate Methods in Business. Dr. Kumar has taught in the MBA Programs in Australia, France, India, Spain, Holland, and Hong Kong. Dr. Kumar has lectured on marketing related topics at various universities in the U.S., Europe (including the University of New South Wales Business School in Wales University of Cambridge and London Business School in England INSEAD in France IESE-Barcelona and University of Zaragoza in Spain University of Kiel and University of Munster in Germany Tilburg University and Nijenrode University in the Netherlands Hanken Business School, Finnish School of Business and Turku School of Business in Finland Catholic University at Leuven in Belgium Lancaster University, University of Leeds, and Brunel University in the United Kingdom and Stockholm School of Economics in Sweden), China (Fudan University, Huazhong University of Science and Technology, Tsinghua), India (Indian School of Business, Indian Institute of Management, Management Development Institute, Indian Institute of Technology, Institute of Management Technology), Slovenia (University of Strathclyde), Russia (Moscow School of Management), Australia (University of Sydney, Queensland University of Technology, Griffith University, University of Queensland, Curtin University), Brazil (FGV University, PUCPR Curitiba), Turkey (Boazii University and Ko University), Mexico (Monterrey Institute of Technology, ITESM), South Africa (Nelson Mandela Metropolitan University Business School), Israel (IDC University, Ben-Gurion University of the Negev, Hebrew University of Jerusalem), Dubai (Institute of M"
